Id,Store,DayOfWeek,Date,Open,Promo,StateHoliday,SchoolHoliday,ds,predicted_Sales,predicted_Customers
17479,466,5,2015-08-28,1,0,0,0,2015-08-28,7330,794
17480,467,5,2015-08-28,1,0,0,0,2015-08-28,11534,1460
17481,468,5,2015-08-28,1,0,0,1,2015-08-28,6832,756
17482,470,5,2015-08-28,1,0,0,0,2015-08-28,14391,1944
17483,471,5,2015-08-28,1,0,0,1,2015-08-28,5665,500
17484,472,5,2015-08-28,1,0,0,0,2015-08-28,5339,687
17485,473,5,2015-08-28,1,0,0,0,2015-08-28,3240,459
17486,475,5,2015-08-28,1,0,0,0,2015-08-28,5444,882
17487,477,5,2015-08-28,1,0,0,1,2015-08-28,5445,419
17488,481,5,2015-08-28,1,0,0,1,2015-08-28,4220,416
17489,484,5,2015-08-28,1,0,0,1,2015-08-28,7949,830
17490,485,5,2015-08-28,1,0,0,1,2015-08-28,4338,387
17491,486,5,2015-08-28,1,0,0,0,2015-08-28,4252,559
17492,487,5,2015-08-28,1,0,0,1,2015-08-28,7402,690
17493,488,5,2015-08-28,1,0,0,1,2015-08-28,3482,357
17494,490,5,2015-08-28,1,0,0,1,2015-08-28,6573,932
17495,491,5,2015-08-28,1,0,0,1,2015-08-28,5783,476
17496,492,5,2015-08-28,1,0,0,1,2015-08-28,6685,991
17497,493,5,2015-08-28,1,0,0,0,2015-08-28,7808,792
17498,495,5,2015-08-28,1,0,0,1,2015-08-28,3801,336
17499,497,5,2015-08-28,1,0,0,1,2015-08-28,7783,1047
17500,498,5,2015-08-28,1,0,0,1,2015-08-28,5514,725
17501,499,5,2015-08-28,1,0,0,1,2015-08-28,4253,617
17502,500,5,2015-08-28,1,0,0,1,2015-08-28,4044,313
17503,501,5,2015-08-28,1,0,0,1,2015-08-28,5124,573
17504,502,5,2015-08-28,1,0,0,1,2015-08-28,9758,1378
17505,504,5,2015-08-28,1,0,0,1,2015-08-28,6378,837
17506,505,5,2015-08-28,1,0,0,1,2015-08-28,3753,501
17507,506,5,2015-08-28,1,0,0,0,2015-08-28,7169,791
17508,507,5,2015-08-28,1,0,0,0,2015-08-28,7798,652
17509,508,5,2015-08-28,1,0,0,0,2015-08-28,6660,699
17510,509,5,2015-08-28,1,0,0,1,2015-08-28,4928,464
17511,510,5,2015-08-28,1,0,0,0,2015-08-28,8262,904
17512,511,5,2015-08-28,1,0,0,1,2015-08-28,4940,705
17513,512,5,2015-08-28,1,0,0,1,2015-08-28,4744,1199
17514,514,5,2015-08-28,1,0,0,1,2015-08-28,5141,570
17515,515,5,2015-08-28,1,0,0,0,2015-08-28,8822,794
17516,516,5,2015-08-28,1,0,0,0,2015-08-28,5227,721
17517,517,5,2015-08-28,1,0,0,1,2015-08-28,4995,610
17518,518,5,2015-08-28,1,0,0,1,2015-08-28,4748,450
17519,519,5,2015-08-28,1,0,0,1,2015-08-28,5421,581
17520,520,5,2015-08-28,1,0,0,1,2015-08-28,4186,462
17521,521,5,2015-08-28,1,0,0,1,2015-08-28,5380,478
17522,522,5,2015-08-28,1,0,0,1,2015-08-28,7384,565
17523,524,5,2015-08-28,1,0,0,1,2015-08-28,8531,913
17524,527,5,2015-08-28,1,0,0,0,2015-08-28,9985,986
17525,528,5,2015-08-28,1,0,0,0,2015-08-28,9496,977
17526,529,5,2015-08-28,1,0,0,1,2015-08-28,8035,778
17527,530,5,2015-08-28,1,0,0,1,2015-08-28,7493,1233
17528,531,5,2015-08-28,1,0,0,0,2015-08-28,4701,615
17529,532,5,2015-08-28,1,0,0,0,2015-08-28,9565,1128
17530,533,5,2015-08-28,1,0,0,1,2015-08-28,8683,829
17531,534,5,2015-08-28,1,0,0,1,2015-08-28,6551,501
17532,535,5,2015-08-28,1,0,0,0,2015-08-28,6984,860
17533,536,5,2015-08-28,1,0,0,0,2015-08-28,9335,970
17534,537,5,2015-08-28,1,0,0,1,2015-08-28,5127,550
17535,538,5,2015-08-28,1,0,0,1,2015-08-28,2930,470
17536,539,5,2015-08-28,1,0,0,1,2015-08-28,9486,993
17537,540,5,2015-08-28,1,0,0,1,2015-08-28,4013,305
17538,541,5,2015-08-28,1,0,0,0,2015-08-28,5879,777
17539,542,5,2015-08-28,1,0,0,1,2015-08-28,5399,486
17540,543,5,2015-08-28,1,0,0,1,2015-08-28,1957,191
17541,545,5,2015-08-28,1,0,0,0,2015-08-28,9115,983
17542,547,5,2015-08-28,1,0,0,1,2015-08-28,5385,433
17543,548,5,2015-08-28,1,0,0,1,2015-08-28,4079,366
17544,549,5,2015-08-28,1,0,0,0,2015-08-28,4549,600
17545,550,5,2015-08-28,1,0,0,1,2015-08-28,5048,465
17546,551,5,2015-08-28,1,0,0,1,2015-08-28,8136,1003
17547,552,5,2015-08-28,1,0,0,1,2015-08-28,5613,557
17548,553,5,2015-08-28,1,0,0,1,2015-08-28,6442,550
17549,554,5,2015-08-28,1,0,0,0,2015-08-28,4097,527
17550,555,5,2015-08-28,1,0,0,1,2015-08-28,4588,454
17551,557,5,2015-08-28,1,0,0,0,2015-08-28,3448,549
17552,558,5,2015-08-28,1,0,0,0,2015-08-28,2782,406
17553,561,5,2015-08-28,1,0,0,0,2015-08-28,6682,713
17554,562,5,2015-08-28,1,0,0,1,2015-08-28,16072,3005
17555,563,5,2015-08-28,1,0,0,0,2015-08-28,5395,678
17556,564,5,2015-08-28,1,0,0,0,2015-08-28,5171,482
17557,565,5,2015-08-28,1,0,0,0,2015-08-28,5703,723
17558,566,5,2015-08-28,1,0,0,0,2015-08-28,4504,561
17559,567,5,2015-08-28,1,0,0,0,2015-08-28,5539,720
17560,568,5,2015-08-28,1,0,0,1,2015-08-28,4533,398
17561,570,5,2015-08-28,1,0,0,0,2015-08-28,3939,624
17562,571,5,2015-08-28,1,0,0,1,2015-08-28,6187,460
17563,572,5,2015-08-28,1,0,0,0,2015-08-28,5895,554
17564,573,5,2015-08-28,1,0,0,1,2015-08-28,3317,316
17565,574,5,2015-08-28,1,0,0,1,2015-08-28,6957,577
17566,575,5,2015-08-28,1,0,0,1,2015-08-28,4270,434
17567,577,5,2015-08-28,1,0,0,1,2015-08-28,5111,560
17568,578,5,2015-08-28,1,0,0,1,2015-08-28,9225,1019
17569,579,5,2015-08-28,1,0,0,0,2015-08-28,6882,822
17570,580,5,2015-08-28,1,0,0,1,2015-08-28,9685,1584
17571,581,5,2015-08-28,1,0,0,1,2015-08-28,4435,542
17572,582,5,2015-08-28,1,0,0,1,2015-08-28,5761,806
17573,584,5,2015-08-28,1,0,0,1,2015-08-28,4310,412
17574,585,5,2015-08-28,1,0,0,1,2015-08-28,6873,844
17575,586,5,2015-08-28,1,0,0,0,2015-08-28,12240,2093
17576,587,5,2015-08-28,1,0,0,1,2015-08-28,8431,639
17577,588,5,2015-08-28,1,0,0,1,2015-08-28,6914,732
17578,589,5,2015-08-28,1,0,0,1,2015-08-28,3772,461
17579,590,5,2015-08-28,1,0,0,1,2015-08-28,3971,329
17580,591,5,2015-08-28,1,0,0,1,2015-08-28,5806,522
17581,592,5,2015-08-28,1,0,0,0,2015-08-28,4080,551
17582,593,5,2015-08-28,1,0,0,1,2015-08-28,8915,1172
17583,597,5,2015-08-28,1,0,0,1,2015-08-28,4488,683
17584,598,5,2015-08-28,1,0,0,1,2015-08-28,4380,607
17585,600,5,2015-08-28,1,0,0,1,2015-08-28,7346,686
17586,601,5,2015-08-28,1,0,0,1,2015-08-28,4542,377
17587,602,5,2015-08-28,1,0,0,1,2015-08-28,5676,566
17588,603,5,2015-08-28,1,0,0,1,2015-08-28,5482,762
17589,604,5,2015-08-28,1,0,0,1,2015-08-28,6961,555
17590,605,5,2015-08-28,1,0,0,1,2015-08-28,5624,442
17591,610,5,2015-08-28,1,0,0,0,2015-08-28,3653,498
17592,611,5,2015-08-28,1,0,0,1,2015-08-28,4367,408
17593,612,5,2015-08-28,1,0,0,1,2015-08-28,6419,379
17594,615,5,2015-08-28,1,0,0,1,2015-08-28,7526,1010
17595,616,5,2015-08-28,1,0,0,0,2015-08-28,8607,847
17596,618,5,2015-08-28,1,0,0,1,2015-08-28,5879,453
17597,619,5,2015-08-28,1,0,0,1,2015-08-28,3486,399
17598,620,5,2015-08-28,1,0,0,1,2015-08-28,6042,590
17599,621,5,2015-08-28,1,0,0,0,2015-08-28,5149,737
17600,622,5,2015-08-28,1,0,0,1,2015-08-28,4561,459
17601,623,5,2015-08-28,1,0,0,0,2015-08-28,7761,954
17602,624,5,2015-08-28,1,0,0,0,2015-08-28,6855,712
17603,625,5,2015-08-28,1,0,0,0,2015-08-28,5729,601
17604,627,5,2015-08-28,1,0,0,1,2015-08-28,4839,518
17605,628,5,2015-08-28,1,0,0,1,2015-08-28,6722,785
17606,629,5,2015-08-28,1,0,0,1,2015-08-28,7417,682
17607,631,5,2015-08-28,1,0,0,1,2015-08-28,5582,636
17608,632,5,2015-08-28,1,0,0,0,2015-08-28,5839,781
17609,633,5,2015-08-28,1,0,0,1,2015-08-28,6632,507
17610,636,5,2015-08-28,1,0,0,1,2015-08-28,4342,557
17611,637,5,2015-08-28,1,0,0,1,2015-08-28,7494,633
17612,638,5,2015-08-28,1,0,0,1,2015-08-28,5276,479
17613,639,5,2015-08-28,1,0,0,0,2015-08-28,4775,529
17614,640,5,2015-08-28,1,0,0,0,2015-08-28,10608,840
17615,641,5,2015-08-28,1,0,0,0,2015-08-28,5612,543
17616,642,5,2015-08-28,1,0,0,0,2015-08-28,3380,432
17617,643,5,2015-08-28,1,0,0,1,2015-08-28,7658,1020
17618,644,5,2015-08-28,1,0,0,1,2015-08-28,7372,875
17619,645,5,2015-08-28,1,0,0,1,2015-08-28,8378,1108
17620,646,5,2015-08-28,1,0,0,1,2015-08-28,4495,654
17621,647,5,2015-08-28,1,0,0,1,2015-08-28,6370,725
17622,650,5,2015-08-28,1,0,0,1,2015-08-28,5136,590
17623,651,5,2015-08-28,1,0,0,0,2015-08-28,6465,857
17624,653,5,2015-08-28,1,0,0,0,2015-08-28,5278,488
17625,655,5,2015-08-28,1,0,0,0,2015-08-28,7829,652
17626,656,5,2015-08-28,1,0,0,1,2015-08-28,2903,330
17627,657,5,2015-08-28,1,0,0,0,2015-08-28,5823,742
17628,658,5,2015-08-28,1,0,0,0,2015-08-28,5436,596
17629,659,5,2015-08-28,1,0,0,1,2015-08-28,4232,538
17630,660,5,2015-08-28,1,0,0,1,2015-08-28,4244,466
17631,661,5,2015-08-28,1,0,0,1,2015-08-28,5996,498
17632,662,5,2015-08-28,1,0,0,1,2015-08-28,6339,638
17633,663,5,2015-08-28,1,0,0,1,2015-08-28,4347,602
17634,665,5,2015-08-28,1,0,0,1,2015-08-28,6320,1131
17635,666,5,2015-08-28,1,0,0,1,2015-08-28,5415,546
17636,667,5,2015-08-28,1,0,0,1,2015-08-28,7350,720
17637,669,5,2015-08-28,1,0,0,1,2015-08-28,3898,369
17638,670,5,2015-08-28,1,0,0,1,2015-08-28,5385,614
17639,671,5,2015-08-28,1,0,0,1,2015-08-28,4808,491
17640,673,5,2015-08-28,1,0,0,1,2015-08-28,6059,513
17641,674,5,2015-08-28,1,0,0,0,2015-08-28,9398,1249
17642,675,5,2015-08-28,1,0,0,0,2015-08-28,3616,389
17643,676,5,2015-08-28,1,0,0,1,2015-08-28,7182,1731
17644,677,5,2015-08-28,1,0,0,1,2015-08-28,6220,557
17645,678,5,2015-08-28,1,0,0,0,2015-08-28,7015,847
17646,680,5,2015-08-28,1,0,0,1,2015-08-28,5090,746
17647,681,5,2015-08-28,1,0,0,1,2015-08-28,3114,468
17648,684,5,2015-08-28,1,0,0,1,2015-08-28,5926,551
17649,685,5,2015-08-28,1,0,0,0,2015-08-28,5168,596
17650,687,5,2015-08-28,1,0,0,0,2015-08-28,7253,677
17651,689,5,2015-08-28,1,0,0,1,2015-08-28,5975,686
17652,690,5,2015-08-28,1,0,0,0,2015-08-28,4557,726
17653,691,5,2015-08-28,1,0,0,0,2015-08-28,8262,637
17654,692,5,2015-08-28,1,0,0,0,2015-08-28,5560,724
17655,693,5,2015-08-28,1,0,0,1,2015-08-28,5140,387
17656,694,5,2015-08-28,1,0,0,1,2015-08-28,5408,621
17657,695,5,2015-08-28,1,0,0,0,2015-08-28,4808,500
17658,696,5,2015-08-28,1,0,0,0,2015-08-28,6778,968
17659,697,5,2015-08-28,1,0,0,0,2015-08-28,10275,998
17660,699,5,2015-08-28,1,0,0,1,2015-08-28,5752,821
17661,700,5,2015-08-28,1,0,0,1,2015-08-28,3889,527
17662,701,5,2015-08-28,1,0,0,1,2015-08-28,4409,497
17663,702,5,2015-08-28,1,0,0,1,2015-08-28,3649,307
17664,703,5,2015-08-28,1,0,0,0,2015-08-28,2595,331
17665,705,5,2015-08-28,1,0,0,0,2015-08-28,6917,900
17666,706,5,2015-08-28,1,0,0,1,2015-08-28,5402,502
17667,707,5,2015-08-28,1,0,0,0,2015-08-28,9551,1071
17668,710,5,2015-08-28,1,0,0,1,2015-08-28,3859,327
17669,711,5,2015-08-28,1,0,0,1,2015-08-28,5518,454
17670,712,5,2015-08-28,1,0,0,1,2015-08-28,6079,565
17671,713,5,2015-08-28,1,0,0,0,2015-08-28,10025,1233
17672,714,5,2015-08-28,1,0,0,1,2015-08-28,3973,304
17673,716,5,2015-08-28,1,0,0,1,2015-08-28,5204,415
17674,717,5,2015-08-28,1,0,0,0,2015-08-28,4944,560
17675,718,5,2015-08-28,1,0,0,1,2015-08-28,6810,766
17676,719,5,2015-08-28,1,0,0,1,2015-08-28,4738,445
17677,720,5,2015-08-28,1,0,0,1,2015-08-28,7152,714
17678,721,5,2015-08-28,1,0,0,1,2015-08-28,7854,772
17679,722,5,2015-08-28,1,0,0,1,2015-08-28,9245,1504
17680,723,5,2015-08-28,1,0,0,1,2015-08-28,6020,516
17681,724,5,2015-08-28,1,0,0,0,2015-08-28,6812,723
17682,725,5,2015-08-28,1,0,0,1,2015-08-28,6438,628
17683,727,5,2015-08-28,1,0,0,1,2015-08-28,4141,425
17684,728,5,2015-08-28,1,0,0,1,2015-08-28,4764,428
17685,729,5,2015-08-28,1,0,0,0,2015-08-28,9374,1087
17686,731,5,2015-08-28,1,0,0,0,2015-08-28,7708,872
17687,732,5,2015-08-28,1,0,0,1,2015-08-28,9063,1055
17688,733,5,2015-08-28,1,0,0,0,2015-08-28,15408,3658
17689,734,5,2015-08-28,1,0,0,0,2015-08-28,5483,553
17690,736,5,2015-08-28,1,0,0,1,2015-08-28,4377,419
17691,737,5,2015-08-28,1,0,0,0,2015-08-28,6014,908
17692,738,5,2015-08-28,1,0,0,0,2015-08-28,7538,661
17693,739,5,2015-08-28,1,0,0,1,2015-08-28,8345,700
17694,740,5,2015-08-28,1,0,0,1,2015-08-28,5685,447
17695,741,5,2015-08-28,1,0,0,1,2015-08-28,6511,776
17696,742,5,2015-08-28,1,0,0,0,2015-08-28,7228,796
17697,744,5,2015-08-28,1,0,0,1,2015-08-28,5599,655
17698,746,5,2015-08-28,1,0,0,1,2015-08-28,5405,465
17699,748,5,2015-08-28,1,0,0,0,2015-08-28,5519,491
17700,749,5,2015-08-28,1,0,0,1,2015-08-28,5343,690
17701,750,5,2015-08-28,1,0,0,1,2015-08-28,4107,362
17702,751,5,2015-08-28,1,0,0,0,2015-08-28,3081,463
17703,752,5,2015-08-28,1,0,0,0,2015-08-28,4290,409
17704,753,5,2015-08-28,1,0,0,0,2015-08-28,8326,782
17705,756,5,2015-08-28,1,0,0,0,2015-08-28,14666,2164
17706,757,5,2015-08-28,1,0,0,1,2015-08-28,5032,445
17707,758,5,2015-08-28,1,0,0,1,2015-08-28,4078,535
17708,759,5,2015-08-28,1,0,0,0,2015-08-28,6486,747
17709,762,5,2015-08-28,1,0,0,1,2015-08-28,3128,333
17710,763,5,2015-08-28,1,0,0,1,2015-08-28,6350,621
17711,764,5,2015-08-28,1,0,0,1,2015-08-28,3925,425
17712,765,5,2015-08-28,1,0,0,1,2015-08-28,8128,683
17713,766,5,2015-08-28,1,0,0,1,2015-08-28,5091,484
17714,767,5,2015-08-28,1,0,0,1,2015-08-28,6522,737
17715,768,5,2015-08-28,1,0,0,1,2015-08-28,12752,1346
17716,769,5,2015-08-28,1,0,0,0,2015-08-28,11937,3330
17717,770,5,2015-08-28,1,0,0,0,2015-08-28,6008,730
17718,771,5,2015-08-28,1,0,0,1,2015-08-28,5809,625
17719,772,5,2015-08-28,1,0,0,0,2015-08-28,3304,470
17720,773,5,2015-08-28,1,0,0,1,2015-08-28,5096,723
17721,774,5,2015-08-28,1,0,0,1,2015-08-28,5282,713
17722,775,5,2015-08-28,1,0,0,1,2015-08-28,7181,514
17723,776,5,2015-08-28,1,0,0,0,2015-08-28,4608,520
17724,777,5,2015-08-28,1,0,0,1,2015-08-28,3665,342
17725,778,5,2015-08-28,1,0,0,1,2015-08-28,4803,656
17726,782,5,2015-08-28,1,0,0,1,2015-08-28,5035,483
17727,784,5,2015-08-28,1,0,0,0,2015-08-28,9231,962
17728,785,5,2015-08-28,1,0,0,0,2015-08-28,5791,512
17729,789,5,2015-08-28,1,0,0,1,2015-08-28,3373,434
17730,790,5,2015-08-28,1,0,0,1,2015-08-28,6834,660
17731,791,5,2015-08-28,1,0,0,0,2015-08-28,6976,779
17732,792,5,2015-08-28,1,0,0,0,2015-08-28,5955,646
17733,793,5,2015-08-28,1,0,0,0,2015-08-28,4080,405
17734,795,5,2015-08-28,1,0,0,0,2015-08-28,3819,419
17735,796,5,2015-08-28,1,0,0,0,2015-08-28,6592,660
17736,797,5,2015-08-28,1,0,0,1,2015-08-28,3178,324
17737,799,5,2015-08-28,1,0,0,0,2015-08-28,9506,875
17738,800,5,2015-08-28,1,0,0,1,2015-08-28,4091,409
17739,801,5,2015-08-28,1,0,0,1,2015-08-28,5443,542
17740,802,5,2015-08-28,1,0,0,1,2015-08-28,5997,490
17741,803,5,2015-08-28,1,0,0,1,2015-08-28,6146,478
17742,804,5,2015-08-28,1,0,0,1,2015-08-28,4225,374
17743,805,5,2015-08-28,1,0,0,1,2015-08-28,5611,577
17744,806,5,2015-08-28,1,0,0,1,2015-08-28,5601,467
17745,807,5,2015-08-28,1,0,0,1,2015-08-28,8588,891
17746,809,5,2015-08-28,1,0,0,0,2015-08-28,7529,735
17747,810,5,2015-08-28,1,0,0,1,2015-08-28,5382,474
17748,811,5,2015-08-28,1,0,0,1,2015-08-28,4154,695
17749,813,5,2015-08-28,1,0,0,1,2015-08-28,4714,538
17750,815,5,2015-08-28,1,0,0,1,2015-08-28,7741,821
17751,816,5,2015-08-28,1,0,0,0,2015-08-28,4692,708
17752,818,5,2015-08-28,1,0,0,1,2015-08-28,5126,549
17753,819,5,2015-08-28,1,0,0,1,2015-08-28,6288,590
17754,820,5,2015-08-28,1,0,0,1,2015-08-28,9491,928
17755,822,5,2015-08-28,1,0,0,1,2015-08-28,7566,618
17756,823,5,2015-08-28,1,0,0,1,2015-08-28,5807,612
17757,824,5,2015-08-28,1,0,0,1,2015-08-28,6791,881
17758,825,5,2015-08-28,1,0,0,1,2015-08-28,3376,437
17759,826,5,2015-08-28,1,0,0,0,2015-08-28,8738,792
17760,829,5,2015-08-28,1,0,0,1,2015-08-28,4715,683
17761,831,5,2015-08-28,1,0,0,0,2015-08-28,12089,1539
17762,832,5,2015-08-28,1,0,0,1,2015-08-28,5308,500
17763,833,5,2015-08-28,1,0,0,1,2015-08-28,5057,476
17764,835,5,2015-08-28,1,0,0,0,2015-08-28,4241,553
17765,837,5,2015-08-28,1,0,0,1,2015-08-28,4094,579
17766,840,5,2015-08-28,1,0,0,1,2015-08-28,6825,1049
17767,842,5,2015-08-28,1,0,0,1,2015-08-28,16766,1087
17768,844,5,2015-08-28,1,0,0,0,2015-08-28,4093,449
17769,845,5,2015-08-28,1,0,0,0,2015-08-28,4890,417
17770,846,5,2015-08-28,1,0,0,0,2015-08-28,9993,1027
17771,847,5,2015-08-28,1,0,0,0,2015-08-28,7093,1020
17772,848,5,2015-08-28,1,0,0,1,2015-08-28,16355,1041
17773,849,5,2015-08-28,1,0,0,1,2015-08-28,6900,825
17774,850,5,2015-08-28,1,0,0,0,2015-08-28,5714,608
17775,851,5,2015-08-28,1,0,0,1,2015-08-28,4869,453
17776,852,5,2015-08-28,1,0,0,1,2015-08-28,4005,529
17777,853,5,2015-08-28,1,0,0,1,2015-08-28,8006,912
17778,855,5,2015-08-28,1,0,0,1,2015-08-28,5156,582
17779,856,5,2015-08-28,1,0,0,0,2015-08-28,5931,858
17780,857,5,2015-08-28,1,0,0,1,2015-08-28,6732,819
17781,858,5,2015-08-28,1,0,0,1,2015-08-28,3292,354
17782,859,5,2015-08-28,1,0,0,1,2015-08-28,7027,700
17783,860,5,2015-08-28,1,0,0,0,2015-08-28,5435,694
17784,861,5,2015-08-28,1,0,0,1,2015-08-28,3562,522
17785,862,5,2015-08-28,1,0,0,1,2015-08-28,9430,1115
17786,863,5,2015-08-28,1,0,0,1,2015-08-28,10188,1206
17787,864,5,2015-08-28,1,0,0,1,2015-08-28,3894,558
17788,865,5,2015-08-28,1,0,0,0,2015-08-28,6808,625
17789,866,5,2015-08-28,1,0,0,1,2015-08-28,5837,443
17790,867,5,2015-08-28,1,0,0,1,2015-08-28,4742,483
17791,868,5,2015-08-28,1,0,0,1,2015-08-28,8084,582
17792,871,5,2015-08-28,1,0,0,1,2015-08-28,5823,460
17793,872,5,2015-08-28,1,0,0,0,2015-08-28,9018,901
17794,874,5,2015-08-28,1,0,0,1,2015-08-28,4051,470
17795,875,5,2015-08-28,1,0,0,1,2015-08-28,4889,463
17796,877,5,2015-08-28,1,0,0,1,2015-08-28,6857,918
17797,879,5,2015-08-28,1,0,0,1,2015-08-28,2842,298
17798,880,5,2015-08-28,1,0,0,1,2015-08-28,6429,676
17799,881,5,2015-08-28,1,0,0,0,2015-08-28,3971,591
17800,882,5,2015-08-28,1,0,0,0,2015-08-28,5446,739
17801,883,5,2015-08-28,1,0,0,0,2015-08-28,4624,525
17802,884,5,2015-08-28,1,0,0,1,2015-08-28,4369,446
17803,885,5,2015-08-28,1,0,0,0,2015-08-28,5070,714
17804,886,5,2015-08-28,1,0,0,0,2015-08-28,5791,602
17805,887,5,2015-08-28,1,0,0,1,2015-08-28,5818,543
17806,888,5,2015-08-28,1,0,0,1,2015-08-28,8246,743
17807,890,5,2015-08-28,1,0,0,1,2015-08-28,4715,405
17808,891,5,2015-08-28,1,0,0,0,2015-08-28,8744,1189
17809,893,5,2015-08-28,1,0,0,1,2015-08-28,5156,691
17810,894,5,2015-08-28,1,0,0,0,2015-08-28,7610,1095
17811,895,5,2015-08-28,1,0,0,1,2015-08-28,7233,675
17812,896,5,2015-08-28,1,0,0,1,2015-08-28,7070,1156
17813,897,5,2015-08-28,1,0,0,1,2015-08-28,3374,338
17814,900,5,2015-08-28,1,0,0,1,2015-08-28,4644,493
17815,901,5,2015-08-28,1,0,0,1,2015-08-28,6657,641
17816,902,5,2015-08-28,1,0,0,1,2015-08-28,3584,554
17817,903,5,2015-08-28,1,0,0,1,2015-08-28,10298,769
17818,904,5,2015-08-28,1,0,0,1,2015-08-28,4221,411
17819,905,5,2015-08-28,1,0,0,0,2015-08-28,6382,1070
17820,906,5,2015-08-28,1,0,0,1,2015-08-28,9751,1197
17821,907,5,2015-08-28,1,0,0,0,2015-08-28,5924,803
17822,908,5,2015-08-28,1,0,0,1,2015-08-28,3363,343
17823,909,5,2015-08-28,1,0,0,1,2015-08-28,7617,810
17824,911,5,2015-08-28,1,0,0,1,2015-08-28,9906,987
17825,912,5,2015-08-28,1,0,0,1,2015-08-28,5455,721
17826,913,5,2015-08-28,1,0,0,1,2015-08-28,6830,1001
17827,914,5,2015-08-28,1,0,0,1,2015-08-28,9567,1118
17828,915,5,2015-08-28,1,0,0,1,2015-08-28,5135,447
17829,916,5,2015-08-28,1,0,0,0,2015-08-28,4818,626
17830,917,5,2015-08-28,1,0,0,0,2015-08-28,6702,803
17831,919,5,2015-08-28,1,0,0,1,2015-08-28,4992,597
17832,920,5,2015-08-28,1,0,0,1,2015-08-28,4061,438
17833,922,5,2015-08-28,1,0,0,0,2015-08-28,7108,698
17834,924,5,2015-08-28,1,0,0,0,2015-08-28,4231,443
17835,925,5,2015-08-28,1,0,0,1,2015-08-28,6464,1193
17836,926,5,2015-08-28,1,0,0,0,2015-08-28,6981,519
17837,927,5,2015-08-28,1,0,0,0,2015-08-28,5525,778
17838,928,5,2015-08-28,1,0,0,0,2015-08-28,6864,603
17839,929,5,2015-08-28,1,0,0,1,2015-08-28,6074,712
17840,930,5,2015-08-28,1,0,0,0,2015-08-28,6351,1090
17841,931,5,2015-08-28,1,0,0,1,2015-08-28,5000,640
17842,932,5,2015-08-28,1,0,0,1,2015-08-28,6769,673
17843,934,5,2015-08-28,1,0,0,0,2015-08-28,6873,740
17844,935,5,2015-08-28,1,0,0,1,2015-08-28,6904,726
17845,936,5,2015-08-28,1,0,0,0,2015-08-28,5401,743
17846,937,5,2015-08-28,1,0,0,1,2015-08-28,5589,474
17847,938,5,2015-08-28,1,0,0,1,2015-08-28,7918,878
17848,939,5,2015-08-28,1,0,0,0,2015-08-28,5740,551
17849,941,5,2015-08-28,1,0,0,1,2015-08-28,3894,451
17850,942,5,2015-08-28,1,0,0,1,2015-08-28,5278,452
17851,943,5,2015-08-28,1,0,0,0,2015-08-28,6540,588
17852,944,5,2015-08-28,1,0,0,1,2015-08-28,6798,1102
17853,945,5,2015-08-28,1,0,0,1,2015-08-28,4408,551
17854,946,5,2015-08-28,1,0,0,1,2015-08-28,3735,473
17855,947,5,2015-08-28,1,0,0,1,2015-08-28,6696,1005
17856,948,5,2015-08-28,1,0,0,1,2015-08-28,6108,1622
17857,950,5,2015-08-28,1,0,0,1,2015-08-28,5458,529
17858,951,5,2015-08-28,1,0,0,0,2015-08-28,7521,672
17859,952,5,2015-08-28,1,0,0,1,2015-08-28,6751,566
17860,954,5,2015-08-28,1,0,0,0,2015-08-28,6177,794
17861,955,5,2015-08-28,1,0,0,0,2015-08-28,4417,461
17862,956,5,2015-08-28,1,0,0,0,2015-08-28,3676,538
17863,960,5,2015-08-28,1,0,0,1,2015-08-28,5294,475
17864,961,5,2015-08-28,1,0,0,0,2015-08-28,6468,704
17865,962,5,2015-08-28,1,0,0,0,2015-08-28,5792,885
17866,964,5,2015-08-28,1,0,0,1,2015-08-28,7701,1249
17867,965,5,2015-08-28,1,0,0,1,2015-08-28,7478,858
17868,966,5,2015-08-28,1,0,0,0,2015-08-28,4703,613
17869,967,5,2015-08-28,1,0,0,0,2015-08-28,9054,946
17870,969,5,2015-08-28,1,0,0,1,2015-08-28,2806,556
17871,970,5,2015-08-28,1,0,0,1,2015-08-28,2507,341
17872,973,5,2015-08-28,1,0,0,0,2015-08-28,7316,913
17873,974,5,2015-08-28,1,0,0,1,2015-08-28,8857,1221
17874,975,5,2015-08-28,1,0,0,0,2015-08-28,7427,765
17875,976,5,2015-08-28,1,0,0,0,2015-08-28,6350,697
17876,977,5,2015-08-28,1,0,0,1,2015-08-28,3708,449
17877,980,5,2015-08-28,1,0,0,0,2015-08-28,6443,527
17878,983,5,2015-08-28,1,0,0,0,2015-08-28,8137,1111
17879,984,5,2015-08-28,1,0,0,0,2015-08-28,4940,667
17880,985,5,2015-08-28,1,0,0,1,2015-08-28,7170,628
17881,986,5,2015-08-28,1,0,0,0,2015-08-28,5168,702
17882,988,5,2015-08-28,1,0,0,1,2015-08-28,4307,679
17883,989,5,2015-08-28,1,0,0,1,2015-08-28,4856,529
17884,991,5,2015-08-28,1,0,0,0,2015-08-28,5373,509
17885,992,5,2015-08-28,1,0,0,0,2015-08-28,5681,697
17886,994,5,2015-08-28,1,0,0,0,2015-08-28,3882,417
